LONGITUDE,LATITUDE,Painted,SIGNNAME,BOROUGH,FountainCo,TYPE,DESCRIPTION,FEATURESTA
-73.88155229,40.81784288,no,Hunts Point Riverside Park,X,1,C, In Shade,Active
-73.86143223,40.74837285,no,Park Of The Americas,Q,1,A, Out in Open Near Ballfield,Active
-73.92668871,40.82568125,no,River Avenue Parks,X,1,D, In Playground Out in Open,Active
-73.98557825,40.59445498,yes,Lafayette Playground,B,1,A, Under Tree In Shade In Playground,Active
-73.81283797,40.74662148,no,Kissena Park,Q,1,A, Near Ballfield,Active
-73.91828394,40.69500513,no,Heckscher Playground,B,1,C, Near Ballfield,Active
-73.90659335,40.66743308,yes,Dr. Green Playground,B,1,C, Under Tree In Shade Out in Open Just Outside Playground,Active
-73.96226719,40.69258283,yes,Pratt Playground,B,1,A, In Playground Under Tree,Active
-73.7919151,40.8687292,yes,Pelham Bay Park,X,1,A, Under Tree,Active
-73.92188003,40.65865993,no,Kennedy King Playground,B,1,C, Out in Open In Playground In Shade,Active
-73.76791162,40.59977821,no,Bayswater Park,Q,1,D, Near Ballfield,Active
-73.98479841,40.78340932,no,Riverside Park,M,1,C,S Concrete In Playground,Active
-73.92538194,40.59385551,no,Marine Park,B,1,A, Near Ballfield,Active
-73.86805123,40.70256507,no,Forest Park,Q,2,E,Wheelchair Child Just Outside Playground,Active
-73.97353281,40.68123076,yes,Dean Playground,B,1,A, In Playground Under Tree,Active
-73.83667393,40.75036645,yes,Flushing Meadows Corona Park,Q,1,A, Out in Open,Active
-73.77935109,40.77097701,yes,Kennedy Playground,Q,1,C, In Playground,Active
-73.99325277,40.71111848,yes,Coleman Playground,M,1,A, Under Tree In Shade Near Ballfield Just Outside Playground,Active
-73.93929022,40.81687457,yes,Fred Samuel Playground,M,1,C, Under Tree In Shade Near Ballfield Just Outside Playground,Active
-73.97879959,40.66157561,no,Prospect Park,B,2,B,ottle Filler High Low Out in Open,Active
-73.97063654,40.80477809,no,Riverside Park,M,1,B, Near Ballfield,Active
-73.98363708,40.71430207,no,Sol Lain Plgd,M,2,B,ottle Filler High Low Under Tree Near Ballfield In Playground,Active
-73.990402,40.71899775,yes,Allen Mall One,M,1,F,Dog Out in Open,Active
-74.00327635,40.72681874,yes,Father Fagan Park,M,2,E,High Low Under Tree,Active
-73.99299607,40.59540127,yes,Bath Playground,B,1,D, Out in Open,Active
-73.87185006,40.83686403,no,Noble Playground,X,1,C,S Metal In Playground In Shade Near Ballfield,Active
-73.85469975,40.67328076,yes,Tudor Park,Q,1,O,ther Under Tree,Active
-73.98196589,40.78744083,no,Riverside Park,M,1,B, Out in Open Just Outside Playground,Active
-73.97645262,40.6613638,yes,Prospect Park,B,2,E,High Low Near Ballfield Out in Open,Active
-73.9893911,40.71006827,no,East River Waterfront Esplanade,M,1,O,ther Near Ballfield In Shade,Active
-73.8625945,40.66670139,no,Pink Playground,B,1,C, In Playground,Active
-73.91847504,40.88243872,yes,Henry Hudson Park,X,1,B, Under Tree In Shade,Active
-73.92780848,40.66648065,yes,Lincoln Terrace / Arthur S. Somers Park,B,1,A, Under Tree In Playground,Active
-73.96835932,40.61027189,no,Colonel David Marcus Playground,B,1,C, Under Tree In Playground Out in Open,Active
-73.89850396,40.88683456,yes,Van Cortlandt Park,X,1,E,Wheelchair Out in Open Just Outside Playground,Active
-73.81683259,40.58289594,no,Rockaway Beach Boardwalk,Q,1,T,rough Out in Open,Active
-74.20990585,40.53505278,yes,Bloomingdale Park,R,1,D, Near Ballfield,Active
-73.70951864,40.74479173,no,Playground Eighty LXXX,Q,1,A, Near Ballfield,Active
-73.88743481,40.65797494,no,Linden Park,B,1,A, Under Tree In Playground,Active
-73.97211178,40.61854452,no,Friends Field,B,1,A, Just Outside Playground,Active
-73.96088938,40.70067785,no,Penn Triangle,B,1,D, Under Tree In Shade Just Outside Playground,Active
-73.87356299,40.8194702,no,Soundview Park,X,1,O,ther Just Outside Playground,Active
-73.80921625,40.58808968,no,Hammel Playground,Q,1,A, Near Ballfield,Active
-73.90515858,40.72714174,no,Frank Principe Park,Q,1,A, Near Ballfield,Active
-73.96726162,40.78473442,yes,Central Park,M,1,E,Wheelchair Dog Under Tree Out in Open,Active
-73.97478656,40.69195664,no,Fort Greene Park,B,1,D, Out in Open,Active
-73.83455148,40.85226904,,Colucci Playground,X,2,F,High Low Out in Open,Active
-73.95477432,40.74333888,yes,Andrews Grove,Q,1,E,Wheelchair Under Tree In Playground,Active
-73.93709618,40.79322185,yes,Thomas Jefferson Park,M,1,B, Under Tree Near Ballfield,Active
-73.9512316,40.79707363,no,Central Park,M,1,B, Under Tree In Shade Just Outside Playground,Active
-73.97459237,40.78223536,,Theodore Roosevelt Park,M,1,E,Wheelchair In Shade Under Tree,Active
-73.8222297,40.84888173,no,Pelham Bay Park,X,2,B,ottle Filler High Low Near Ballfield,Active
-73.84229791,40.74354978,yes,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.86151414,40.84703667,no,Matthews Muliner Playground,X,1,C, In Playground,Active
-73.89513299,40.84005968,yes,Crotona Park,X,2,B,ottle Filler High Low Out in Open,Active
-74.1875514,40.51897213,no,Wolfe's Pond Park,R,1,A, Out in Open,Active
-73.94727004,40.78716902,yes,Cherry Tree Park,M,1,C,S Concrete Near Ballfield In Playground,Active
-73.82387525,40.87625683,no,Co-op City Field,X,1,A, Near Ballfield,Active
-73.90012909,40.75871271,no,St. Michael's Playground,Q,1,C, Near Ballfield,Active
-73.92841163,40.66564202,yes,Lincoln Terrace / Arthur S. Somers Park,B,1,A, Out in Open,Active
-73.89808712,40.88852457,no,Van Cortlandt Park,X,2,B,ottle Filler High Low Out in Open,Active
-73.96578294,40.68658357,yes,Greene Playground,B,1,A, In Playground,Active
-73.9007933,40.87424701,yes,Washington's Walk,X,1,A, Out in Open,Active
-73.71622192,40.74962501,no,Glen Oaks Oval,Q,1,C, In Playground,Active
-73.92091195,40.77955657,no,Astoria Park,Q,1,A, Out in Open,Active
-73.92259619,40.81589304,yes,Patterson Playground,X,1,C, Out in Open Just Outside Playground,Active
-73.88923359,40.81623161,no,Julio Carballo Fields,X,1,C, Near Ballfield,Active
-74.21001575,40.53397027,yes,Bloomingdale Park,R,1,D, Near Ballfield,Active
-73.97271242,40.57403311,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.83810694,40.77723144,no,College Point Fields,Q,1,D, Out in Open Near Ballfield,Active
-73.84350374,40.65710812,no,Walter Ward Playground,Q,1,C, In Playground,Active
-73.90946354,40.85015933,no,Mount Hope Playground,X,1,C, Under Tree In Playground,Active
-73.97644942,40.69771119,yes,Oxport Playground,B,1,E,Wheelchair Under Tree In Shade Out in Open In Playground,Active
-73.74916995,40.61106362,no,Redfern Playground,Q,1,A, Out in Open,Active
-73.77524655,40.72600859,no,Cunningham Park,Q,1,O,ther Just Outside Playground,Active
-73.803254,40.74876133,no,Kissena Park,Q,1,A, Under Tree In Playground,Active
-73.89268169,40.63097553,no,Canarsie Park,B,1,D, Out in Open In Playground,Active
-73.92829537,40.68007479,yes,Jackie Robinson Park,B,1,A, Under Tree In Playground,Active
-73.94329684,40.67431835,yes,Brower Park,B,1,C, Under Tree In Playground,Active
-73.74755981,40.59479343,no,Beach 17 Playground,Q,1,D, Out in Open,Active
-73.91671925,40.61437476,no,Monsignor Crawford Field,B,1,D, Out in Open Near Ballfield,Active
-73.92859661,40.82872178,no,Macombs Dam Park,X,1,T,rough Out in Open,Active
-73.97128349,40.76720588,no,Central Park,M,1,B, Under Tree Out in Open,Active
-73.79355816,40.86183273,yes,Pelham Bay Park,X,1,O,ther Under Tree,Active
-73.909793,40.84289267,no,Mount Eden Malls,X,1,C, Out in Open,Active
-73.89622748,40.8874642,yes,Van Cortlandt Park,X,1,A, Near Ballfield,Active
-74.06244221,40.59309145,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,D, Out in Open,Active
-73.99993808,40.5978214,no,Bensonhurst Park,B,1,C,S Metal In Shade,Active
-73.82373137,40.78314165,no,Harvey Park,Q,1,A, Near Ballfield,Active
-73.97978634,40.71158359,no,Corlears Hook Park,M,1,C, Under Tree Near Ballfield Just Outside Playground,Active
-73.97693283,40.76934533,yes,Central Park,M,1,E,Wheelchair Dog Under Tree Near Ballfield In Shade,Active
-73.75034177,40.59438792,no,Beach 17 Playground,Q,1,D, Under Tree,Active
-73.89069823,40.70827804,no,Mafera Park,Q,1,A, Near Ballfield,Active
-73.90955938,40.84526142,no,Morris Mesa,X,1,D, Under Tree In Playground,Active
-73.72868075,40.68458174,no,Delphin H. Greene Playground,Q,1,A, In Shade,Active
-73.97428857,40.71719405,yes,John V. Lindsay East River Park,M,2,E,Wheelchair Child Near Ballfield,Active
-73.94680858,40.63837176,,Nostrand Playground,B,1,A, Out in Open,Active
-73.87948523,40.65888206,no,Jerome Playground,B,1,C,S Concrete Just Outside Playground,Active
-73.9173433,40.64118711,yes,Curtis Playground,B,1,E,Wheelchair Out in Open In Playground,Active
-73.95486669,40.74337825,yes,Andrews Grove,Q,1,E,Wheelchair Under Tree In Playground,Active
-73.78655754,40.69632626,no,Latimer Playground,Q,1,C, Under Tree,Active
-74.0894981,40.56931622,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,A, Out in Open,Active
-73.88612456,40.66546999,yes,Schenck Playground,B,1,A, In Playground,Active
-73.92338267,40.83339071,no,Mullaly Park,X,1,C, Near Ballfield,Active
-74.00836528,40.65239496,no,Gonzalo Plasencia Playground,B,1,C, In Playground,Active
-73.86080038,40.76408101,yes,Grand Central Parkway Extension,Q,1,B, Out in Open,Active
-73.80861645,40.68394296,no,Frederick B. Judge Playground,Q,1,C, Near Ballfield,Active
-73.95235356,40.82943107,no,Recreational Area,M,1,A, Near Ballfield,Active
-73.92978776,40.79120251,no,Wards Island Park,M,1,B, Out in Open,Active
-73.94434565,40.65898733,yes,Wingate Park,B,1,A, Out in Open,Active
-73.76382229,40.59270747,no,Beach 30th Street Playground,Q,1,D, Near Ballfield,Active
-73.94024374,40.5887319,no,Sheepshead Playground,B,1,D, In Playground,Active
-73.94593252,40.59217759,no,Bill Brown Playground,B,1,E,Wheelchair Near Ballfield,Active
-73.78398584,40.76017926,no,Francis Lewis Playground,Q,1,A, In Playground,Active
-73.8773059,40.89656234,yes,Van Cortlandt Park,X,1,A, Near Ballfield,Active
-74.1367913,40.55185886,yes,Greencroft Playground,R,1,A, Near Ballfield,Active
-73.88349103,40.68518483,no,Highland Park,B,1,D, Near Ballfield,Active
-73.89020605,40.762017,no,LaGuardia Landing Lights,Q,1,D, Near Ballfield,Active
-73.90558524,40.72844499,no,Frank Principe Park,Q,1,D, Under Tree,Active
-73.95737531,40.59720514,no,Mellett Playground,B,1,A, In Playground,Active
-73.74000211,40.69859719,no,East Springfield Playground,Q,1,A, Out in Open,Active
-73.96796368,40.66160403,,Prospect Park,B,1,E,Wheelchair Dog,Active
-73.83956518,40.872767,no,Haffen Park,X,1,A, Near Ballfield In Shade,Active
-74.00174438,40.75060211,no,Chelsea Park,M,1,C, Near Ballfield,Active
-74.00644921,40.72955519,yes,James J Walker Park,M,1,E,Wheelchair Near Ballfield In Shade,Active
-73.90498019,40.90213245,,Vinmont Veteran Park,X,1,A,,Active
-73.90502173,40.67097571,no,Powell Playground,B,1,C, Out in Open,Active
-73.94486762,40.77437196,no,Carl Schurz Park,M,1,B, Under Tree,Active
-73.94296997,40.57676691,yes,Manhattan Beach Park,B,1,E,Wheelchair Out in Open,Active
-73.95544163,40.79301289,yes,Central Park,M,1,E,Wheelchair Out in Open Near Ballfield,Active
-73.97292757,40.68053052,yes,Dean Playground,B,1,A, Out in Open,Active
-73.95852884,40.57528918,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.99180573,40.57151851,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-74.0027046,40.71482944,yes,Thomas Paine Park,M,1,E,Wheelchair Under Tree,Active
-73.8378886,40.73267173,no,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.96267914,40.69248914,no,Pratt Playground,B,1,C, Under Tree In Playground Out in Open,Active
-73.81988312,40.85107726,no,Pelham Bay Park,X,2,F,High Low Near Ballfield,Active
-73.79049171,40.86964487,yes,Pelham Bay Park,X,1,A, Out in Open,Active
-73.8914509,40.70629622,no,Mafera Park,Q,1,A, Near Ballfield,Active
-73.93651323,40.60502565,yes,Marine Park,B,1,A, Near Ballfield,Active
-73.75373864,40.65515175,no,Idlewild Park,Q,1,C, Out in Open Near Ballfield,Active
-73.81716385,40.77616525,no,Flushing Fields,Q,1,D, In Playground Under Tree Out in Open,Active
-73.89884514,40.81807777,yes,Rainey Park,X,1,B, Near Ballfield,Active
-73.982916,40.57270411,no,Coney Island Beach & Boardwalk,B,1,E,Wheelchair Out in Open,Active
-73.9047693,40.74536028,yes,Woodside Memorial Plaza,Q,1,C, Under Tree Out in Open,Active
-74.08596823,40.64234638,no,Davis Playground,R,1,C, In Playground,Active
-73.88957892,40.75430233,no,Travers Park,Q,1,E,Wheelchair Out in Open,Active
-74.00236483,40.60251017,no,Benson Playground,B,2,F,High Low Just Outside Playground,Active
-74.01583002,40.70829847,yes,Battery Park City Parks,M,1,O,ther Under Tree Near Ballfield In Playground,Active
-73.94044468,40.84702092,yes,J. Hood Wright Park,M,1,A, Near Ballfield,Active
-73.98114451,40.71577155,no,Luther Gulick Park,M,1,A, Under Tree Near Ballfield In Playground,Active
-73.95413351,40.79297447,yes,Central Park,M,1,E,Wheelchair Dog Under Tree Out in Open,Active
-73.81381152,40.82377681,yes,Bicentennial Veterans Memorial Park,X,1,C, Out in Open,Active
-73.84702869,40.74764968,no,Flushing Meadows Corona Park,Q,1,A, Under Tree,Active
-73.80641667,40.58588327,no,Rockaway Beach Boardwalk,Q,1,T,rough Out in Open,Active
-73.78490861,40.70406837,no,Detective Keith L Williams Park,Q,1,A, Out in Open,Active
-73.91533645,40.82498261,yes,Railroad Park,X,1,O,ther Under Tree In Shade,Active
-73.90012296,40.8358168,yes,Crotona Park,X,1,E,Wheelchair Out in Open In Playground,Active
-74.09346101,40.62613803,yes,Silver Lake Park,R,1,A, Out in Open,Active
-73.94330046,40.77645077,no,Carl Schurz Park,M,1,C, Out in Open,Active
-73.94273579,40.80335229,no,Marcus Garvey Park,M,1,D, Under Tree Just Outside Playground Near Ballfield,Active
-73.96314527,40.65848938,,Prospect Park,B,1,E,Wheelchair In Playground,Active
-73.92556676,40.68792989,yes,P.O. Reinaldo Salgado Playground,B,1,D, In Playground,Active
-73.91724687,40.88650273,yes,Seton Park,X,1,A, Out in Open,Active
-73.91166655,40.7106834,no,Grover Cleveland Playground,Q,1,C, Near Ballfield,Active
-73.99050425,40.73604466,no,Union Square Park,M,1,B, Under Tree Just Outside Playground,Active
-73.99751798,40.73015891,yes,Washington Square Park,M,1,E,Wheelchair Dog Under Tree,Active
-73.72911227,40.72597143,,Breininger Park,Q,1,C, Near Ballfield,Active
-73.9242415,40.70301673,no,Maria Hernandez Park,B,1,C, In Playground,Active
-73.85201564,40.82352388,no,P.O. Serrano Playground,X,1,C, Near Ballfield,Active
-73.78664901,40.68427886,yes,Baisley Pond Park,Q,1,A, Near Ballfield,Active
-73.98936667,40.69788778,yes,Walt Whitman Park,B,1,E,Wheelchair Out in Open,Active
-73.95128703,40.81334239,yes,St. Nicholas Park,M,1,A, Just Outside Playground Near Ballfield,Active
-73.76700577,40.77301169,no,Crocheron Park,Q,1,A, In Shade,Active
-73.99617594,40.6996881,,Brooklyn Heights Promenade,B,1,E,Wheelchair,Active
-73.96624849,40.65155283,yes,Parade Ground,B,1,E,Wheelchair Out in Open Near Ballfield,Active
-74.08451899,40.57328668,yes,Franklin D. Roosevelt Boardwalk and Beach,R,1,E,Wheelchair Out in Open,Active
-73.9316519,40.85968363,no,Fort Tryon Park,M,1,O,ther Under Tree,Active
-73.97421419,40.72151121,yes,John V. Lindsay East River Park,M,1,A, Under Tree Near Ballfield,Active
-73.95413571,40.7214741,no,McCarren Park,B,1,B,ottle Filler Out in Open,Active
-73.89352657,40.83795424,yes,Crotona Park,X,1,E,Wheelchair Dog Out in Open,Active
-73.91740484,40.79359415,no,Randall's Island Park,M,1,P,edestal Out in Open Near Ballfield,Active
-73.82437861,40.66558175,no,Belt Parkway,Q,1,C, Out in Open Near Ballfield,Active
-73.91055444,40.8098471,,St. Mary's Park,X,1,C, Out in Open,Active
-73.84493954,40.76245401,No,Flushing Meadows Corona Park,Q,0,C, Out in Open,Active
-73.85581961,40.70137223,yes,Forest Park,Q,1,A, In Playground,Active
-73.90246456,40.77750888,no,Woodtree Playground,Q,1,C,S Concrete In Shade,Active
-74.14323209,40.54030489,no,Seaside Wildlife Nature Park,R,2,E,Wheelchair Child Out in Open,Active
-73.92413228,40.80511389,yes,Pulaski Park,X,1,A, Out in Open,Active
-73.7715777,40.75708569,yes,Marie Curie Park,Q,1,C, In Playground,Active
-73.98979746,40.71454296,yes,Seward Park,M,1,E,Wheelchair Under Tree In Playground,Active
-73.99613917,40.71004413,no,Tanahey Playground,M,1,D, Just Outside Playground Under Tree,Active
-73.93615994,40.81905305,yes,Col. Young Playground,M,1,A, Just Outside Playground Near Ballfield,Active
-73.90664303,40.66693543,yes,Dr. Green Playground,B,1,A, Under Tree In Shade Near Ballfield,Active
-74.00290621,40.68023287,no,Dimattina Playground,B,1,D, Near Ballfield,Active
-73.89390471,40.65427458,yes,Breukelen Ballfields,B,1,A, Out in Open Near Ballfield,Active
-73.85982902,40.82202975,yes,Space Time Playground,X,1,D, In Playground,Active
-73.76917757,40.60031521,no,Bayswater Park,Q,1,D, Near Ballfield,Active
-73.8577537,40.73536879,no,Real Good Park,Q,1,C, In Playground,Active
-74.16305725,40.61978216,yes,Jennifer's Playground,R,1,C, Out in Open,Active
-73.90804274,40.8775247,yes,Marble Hill Playground,X,1,D, Out in Open,Active
-73.8943443,40.67089531,yes,Grace Playground,B,1,A, Near Ballfield,Active
-73.96353105,40.69754127,no,Steuben Playground,B,1,C, Out in Open Under Tree,Active
-73.96814157,40.64999661,no,Parade Ground,B,1,A, Out in Open Near Ballfield,Active
-73.89840555,40.81867057,no,Rainey Park,X,1,C,S Metal In Shade,Active
-73.91345486,40.74406914,no,John Vincent Daniels Jr. Square,Q,1,A, Under Tree Out in Open,Active
-73.97465343,40.66091231,no,Prospect Park,B,2,E,High Low Out in Open Near Ballfield,Active
-73.96899382,40.65125724,no,Parade Ground,B,1,A, Out in Open Near Ballfield,Active
-73.79819012,40.77817557,no,Playground Twenty One,Q,1,D, In Playground,Active
-73.99773545,40.69616768,no,Pierrepont Playground,B,1,C, Out in Open,Active
-73.99744671,40.72164103,yes,Petrosino Square,M,1,E,Wheelchair Dog Out in Open,Active
-73.87734738,40.72043496,no,Juniper Valley Park,Q,1,A, Under Tree,Active
-73.97079105,40.69057082,no,Albert J. Parham Playground,B,1,C, In Playground,Active
-73.96617428,40.80910292,no,Riverside Park,M,1,O,ther Out in Open,Active
-73.97084915,40.80194448,no,Riverside Park,M,1,C, In Playground Under Tree,Active
-73.91844406,40.76074659,no,Sean's Place,Q,1,C, In Playground,Active
-73.94070659,40.57765365,no,Manhattan Beach Park,B,1,C, In Playground,Active
-73.81095696,40.58452638,no,Rockaway Beach Boardwalk,Q,1,T,rough Out in Open,Active
-73.90540036,40.88788565,no,MacLaughlin Playground,X,1,D, Out in Open,Active
-73.92553657,40.59398584,no,Marine Park,B,1,A, Near Ballfield,Active
-73.95239407,40.66479641,no,Dodger Playground,B,1,D, In Playground,Active
-73.92420108,40.77510229,no,Astoria Park,Q,1,A, In Playground,Active
-73.99120649,40.58174175,no,Coney Island Boat Basin,B,1,A, Near Ballfield Out in Open,Active
-73.90777928,40.86308279,no,Devoe Park,X,1,C, In Playground,Active
-73.87455392,40.75558175,no,Northern Playground,Q,1,C, Near Ballfield,Active
-74.01827993,40.63487667,no,Leif Ericson Park,B,1,C, Near Ballfield,Active
